feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,churn
-0.06925798088467316,-0.4307147004602912,-1.7443307192782576,1.1935588366205736,-1.1251622467760494,0.4506555553346548,2.0807659040391893,2.06694828947519,0.5822444775637607,-0.0659746208908102,-1.283639690405314,-0.146059885047167,2.1175578478234556,0.4233419486085754,-1.3304288643360644,0
0.2131323154428586,0.8651986080012756,2.075637542165838,1.8753145377746603,0.5642813061925191,0.8160068487744233,0.009880609829763149,0.7916298653139392,-0.3722724842855991,0.8247490065722979,-0.23083956568292469,0.16666168705732284,2.1250891966034806,-1.6490334353493064,-0.8249388266043061,0
3.0080168123829774,0.8455260998852114,0.8168679695322622,-0.36962292909983246,1.603863865063373,-0.7219633271251292,0.7754237330893744,0.3951575317185383,-0.4262685566764252,0.40191895517392295,-1.607170351458679,1.1512196407856137,-0.020291721895721593,1.2030478522059247,1.0357229438156872,1
-0.09856857464974911,0.9902384537051827,-0.02302485444650096,-0.24534396537451275,3.0993118752624347,-0.4540335803194438,-1.156978475142292,0.11506390086577967,-0.7286780669457907,-0.2920085455130258,0.6032249449452907,-0.5869656870923221,-0.820235765739645,-1.5081878543539287,0.8511672788542847,1
1.2120549872045894,-0.20648098517684707,-1.354018358498404,2.2342226369250797,0.11595027464914276,0.15915894533210567,-0.4921435151960026,0.3102798469071514,-0.5531921834348867,0.7036416157931751,-0.8565663202875666,0.5604813988049354,2.2934845500197305,1.7687717832594205,-1.3039371763017935,0
-1.3132775132276957,-0.576601776742971,-0.14894729489972075,0.9031199872439762,-1.2768395376550705,-1.120812106888977,0.122732161638273,0.7484164523463421,0.5086578042798411,0.05658018930545408,0.11911694973898176,-0.7379585563250161,1.1834291043440333,-1.084243753611709,-1.1577171434002675,1
2.1215400928860126,-1.201303349767834,1.214797056894385,1.2976844567645645,1.2912864495318308,0.6405335916310338,-0.5037895841039367,0.09382454791921924,-0.5975686357669662,-1.81203890112962,-1.713340443967912,0.6918811448550872,0.6105323290834137,-0.09733681866268276,-1.3669362114886219,0
0.7501089747475831,0.19948529944291313,0.6377194971819162,-1.8631026148724201,2.0454224877996676,-1.3683630920540222,0.9791854355897333,1.2680342335820889,0.4499002294093929,0.8986178395986469,-1.1824452655535331,-0.08094820624384338,-1.9387900864611254,0.7071861850500949,0.839415418350131,1
0.10131943652323394,-1.1343963827064898,-0.564981911032076,-2.0966939590182867,1.123557848381717,0.1417658589610795,0.7172835811587757,0.9161474763111066,0.42321237445701776,0.3314852620217588,-0.6258088353121234,1.229774224521937,-2.0338431426496033,-0.3773420769478101,1.014884670793537,1
-3.137475297615907,2.3517718389720548,-0.5908281109074761,2.120789361245776,-1.536016609396861,0.5488358830184623,-0.025347274750424368,-0.6186887406089323,-0.07497925907755129,-2.0194061287908016,4.2752615783117,-0.5520436151630664,3.8417715637532264,-0.16228244716741405,1.869381247438251,1
-1.7148590534627148,-2.2612910267501367,1.6315717376547558,-0.5269347890005817,2.5028734590535553,-0.2377110421458789,0.19879458833885358,0.8270560570551806,0.62194581095221,-0.7571268468160501,1.9124146853973856,-0.902190440472166,-0.08166973265565791,1.0570162829481353,1.9811283700021987,1
-1.2025487053702484,0.6764786687730411,0.3985640658920072,2.8100316598864734,1.5953087546074043,0.39164023988893254,1.667012705357071,-1.7561879108720744,-0.8694327480368637,2.2123906375910085,2.184249578166703,-0.26935210472675786,1.571085195184906,-0.7350729836273578,-0.9785392454797803,0
-1.5643579660641413,0.4919155381513867,-1.733469498036188,1.9278018305873903,1.007071881262921,-0.42410381558409904,2.0544884403285804,0.951571982026614,0.22149330713283266,0.08643018908754228,1.0519436983016255,0.04112506864187696,2.1198367975125283,1.7423760847025391,-0.6201342988376858,0
-0.1613569286896831,0.517230050277387,1.0475136370876286,1.9356043662134386,-0.949766855474715,1.544984795382366,-0.5032436553016811,-0.633791140432947,-2.8529435035996533,-0.30867740967478285,1.0710379238390046,1.2668472405671247,2.4607070441554306,-0.3651826162937345,-0.0602920750765189,1
1.1936861719696952,-0.32782352634269685,-0.7150218680302427,0.6926357313242979,0.8064314684937531,1.2613181018500463,-1.151868384586774,1.528355865973181,-1.0285765255061254,-2.2481428867921633,-1.8005266035253449,-0.33849396429229733,0.8161703645182383,0.44350172058452486,-1.037414755878194,0
2.6703824682678983,-1.8619501348740473,-0.249809899684246,-0.5292152640821995,-0.4375529023859146,1.2624898948769503,1.3196356622437186,0.7213488903613905,0.3187966911589339,0.2230912250598942,-2.029835716936421,0.11232116546981238,0.28574768541589757,-2.1986928122291647,0.4974112795857557,1
-1.9825685055010533,0.9815328752991211,0.09636924005999573,1.3707826925629627,-0.09832464443731836,-0.44719939306998346,-1.2681436516314983,1.0750509542786642,-1.015628254718246,-1.6516095967182838,2.1910314651778453,0.27491271078750706,2.9560776090663,0.7839676512169459,1.3247382414738547,1
2.27744943782475,0.14490796933090405,2.043025801848989,2.889947664022976,-1.6193986455660077,-0.9601287386482825,1.1408632156107463,-2.241749482069459,0.2902465656670324,-0.9264670182411171,-0.565195481609226,0.2809633211650989,2.279592774217103,-0.5106986135097646,-1.8089552393912034,0
-3.279314360547755,-0.5528959336937127,-1.635579026816248,0.31471049781564253,-1.3100618854954447,-0.291489421253352,1.6589403034315653,1.2149982370314505,0.9679455131409394,-0.11079147568777581,1.050426224239445,0.15367402056418814,0.592447594350352,-0.07541318090619945,-1.0518667385320943,1
-0.7234129770437894,0.1715095481948434,0.44510425483270666,2.4852826285933705,1.9339935411826759,0.609175233440241,-0.414372661705184,-1.5692865926441235,-0.7989206559187648,1.206118434774283,2.524677125291671,0.3909405982809195,1.978717300112639,-0.7445605403930292,0.4121310597079393,0
1.2961718978411905,1.3303816856580606,0.32087651118457716,-0.9553983356973702,0.28180620838000525,0.511326644162355,1.222065274196185,1.831486028726201,-0.16456096962267408,0.7633341509338765,-1.1850239830941125,1.321061738353467,0.4664683131494911,-1.3971523065481517,1.4046595660516459,1
0.38690539982862004,-1.0842100797798124,-0.676241208242424,-1.4324785561327322,0.7531540435560848,1.4182387829062901,-0.18688583038065085,1.5910262289846004,-1.0943647975501434,-0.5881543569877504,-0.29305179581972574,2.1167468214796505,-0.15473213189496515,1.0548590692108868,1.9621434931549755,1
-1.502339636884178,0.6772085213501834,1.1131782933007082,0.34836878604312743,1.1581380686778087,-2.0796332822470394,-0.3768376794965605,0.21572119303872728,-1.0931075606001215,0.6098290776634929,0.861211457657044,-1.0795504116394294,-0.17611722692327247,0.5146715543882296,-0.3945362532133124,0
0.7291225802044639,0.7495817433076553,-0.42472221613872096,2.646757809948045,1.1786029433286838,-0.42271445969271,-0.6262914221876187,-2.321588079304535,0.4999666922598495,0.20101498070865345,1.6731940439440645,-0.17394642233615382,1.9461306147694095,-0.4668906169407998,0.01377166675530006,0
-1.9964333787577977,-0.5289225023853102,0.4837788340027778,-1.441347906388796,-2.044059938797317,-1.01437495598195,0.06812285014065171,2.7297362915975443,0.551334216089744,0.8784535729984396,-1.2122656368570992,-0.4918786920496538,-0.5986660602665865,-0.2224781332998583,-1.0435759960164324,1
1.4274819404527037,-0.05519823428737651,-0.46843384828036677,2.001065886624847,-0.8084309430813434,0.2983918465663045,-1.2513782464273926,0.21024288509664957,-1.154694742632866,-1.0954009030092366,-1.4786487630631568,0.4848786815321318,1.908663926932384,-0.8201768790460255,-1.9262268792368438,0
